data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_34,yhat_model_30_to_34,yhat_model_31_to_34,yhat_model_32_to_34,yhat_model_33_to_34,yhat_model_34_to_34
21/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,16.64285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,18.71428571428571,18.857142857142854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,20.785714285714285,21.0,20.678571428571423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,22.857142857142854,23.142857142857146,22.78571428571428,24.749999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,24.928571428571423,25.285714285714285,24.892857142857135,27.071428571428566,33.92857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,26.999999999999996,27.42857142857143,26.999999999999993,29.392857142857142,37.42857142857143,53.25000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,29.07142857142857,29.57142857142857,29.107142857142847,31.71428571428571,40.92857142857143,59.357142857142854,78.74999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,31.14285714285714,31.714285714285715,31.214285714285705,34.03571428571428,44.42857142857143,65.46428571428572,88.21428571428571,101.85714285714283,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,33.21428571428571,33.85714285714286,33.321428571428555,36.35714285714285,47.92857142857143,71.57142857142858,97.67857142857143,113.99999999999997,118.14285714285711,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,35.28571428571428,36.0,35.428571428571416,38.678571428571416,51.42857142857143,77.67857142857142,107.14285714285712,126.14285714285711,131.4285714285714,127.78571428571425,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,37.357142857142854,38.142857142857146,37.53571428571428,41.0,54.92857142857143,83.78571428571428,116.60714285714285,138.28571428571425,144.71428571428567,140.7142857142857,152.24999999999997,,,,,,,,,,,,,,,,,,,,,,,
08/04/2020,39.42857142857142,40.285714285714285,39.642857142857125,43.32142857142857,58.42857142857143,89.89285714285714,126.07142857142854,150.4285714285714,157.99999999999994,153.6428571428571,166.92857142857136,188.10714285714283,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,41.49999999999999,42.42857142857143,41.749999999999986,45.64285714285714,61.92857142857143,96.0,135.53571428571428,162.57142857142853,171.28571428571422,166.5714285714285,181.6071428571428,205.9285714285714,250.1428571428571,,,,,,,,,,,,,,,,,,,,,
10/04/2020,43.57142857142857,44.57142857142857,43.85714285714285,47.96428571428571,65.42857142857143,102.10714285714286,145.0,174.71428571428567,184.5714285714285,179.49999999999994,196.28571428571425,223.74999999999994,275.28571428571433,320.4285714285714,,,,,,,,,,,,,,,,,,,,
11/04/2020,45.64285714285714,46.714285714285715,45.964285714285694,50.28571428571428,68.92857142857143,108.2142857142857,154.46428571428567,186.85714285714283,197.85714285714278,192.4285714285714,210.96428571428564,241.5714285714285,300.42857142857144,353.85714285714283,373.92857142857133,,,,,,,,,,,,,,,,,,,
12/04/2020,,48.85714285714286,48.071428571428555,52.60714285714285,72.42857142857143,114.32142857142856,163.9285714285714,198.99999999999994,211.1428571428571,205.35714285714278,225.64285714285708,259.39285714285705,325.57142857142856,387.2857142857143,412.0,428.17857142857133,,,,,,,,,,,,,,,,,,
13/04/2020,,,50.178571428571416,54.928571428571416,75.92857142857143,120.42857142857142,173.3928571428571,211.14285714285705,224.4285714285714,218.28571428571422,240.32142857142853,277.21428571428567,350.71428571428567,420.7142857142856,450.07142857142856,469.7857142857142,477.92857142857133,,,,,,,,,,,,,,,,,
14/04/2020,,,,57.249999999999986,79.42857142857143,126.53571428571428,182.85714285714283,223.28571428571422,237.71428571428567,231.2142857142856,254.99999999999991,295.0357142857142,375.8571428571428,454.14285714285705,488.1428571428571,511.3928571428571,520.8571428571429,526.7857142857142,,,,,,,,,,,,,,,,
15/04/2020,,,,,82.92857142857143,132.64285714285714,192.32142857142856,235.4285714285714,250.99999999999994,244.14285714285705,269.67857142857133,312.8571428571428,401.0,487.5714285714285,526.2142857142856,553.0,563.7857142857142,570.5714285714287,564.6071428571429,,,,,,,,,,,,,,,
16/04/2020,,,,,,138.75,201.78571428571428,247.5714285714285,264.2857142857142,257.0714285714285,284.3571428571428,330.67857142857133,426.1428571428571,521.0,564.2857142857142,594.6071428571429,606.7142857142856,614.3571428571429,607.2142857142858,684.0714285714287,,,,,,,,,,,,,,
17/04/2020,,,,,,,211.25,259.7142857142856,277.5714285714285,269.9999999999999,299.0357142857142,348.49999999999994,451.2857142857142,554.4285714285713,602.3571428571427,636.2142857142856,649.6428571428571,658.1428571428571,649.8214285714284,739.1428571428571,800.7857142857142,,,,,,,,,,,,,
18/04/2020,,,,,,,,271.8571428571428,290.8571428571428,282.92857142857133,313.71428571428567,366.3214285714285,476.42857142857144,587.8571428571427,640.4285714285713,677.8214285714284,692.5714285714284,701.9285714285716,692.4285714285713,794.2142857142858,867.1428571428569,922.7857142857142,,,,,,,,,,,,
19/04/2020,,,,,,,,,304.14285714285705,295.8571428571427,328.392857142857,384.14285714285705,501.57142857142856,621.2857142857142,678.4999999999998,719.4285714285713,735.5,745.7142857142858,735.0357142857142,849.2857142857142,933.5,999.1428571428573,1148.8214285714284,,,,,,,,,,,
20/04/2020,,,,,,,,,,308.78571428571416,343.07142857142844,401.9642857142856,526.7142857142857,654.7142857142856,716.5714285714284,761.0357142857142,778.4285714285713,789.5,777.6428571428571,904.3571428571429,999.8571428571427,1075.5,1250.5,1393.3928571428569,,,,,,,,,,
21/04/2020,,,,,,,,,,,357.7499999999999,419.78571428571416,551.8571428571428,688.1428571428569,754.6428571428571,802.6428571428571,821.3571428571427,833.2857142857142,820.25,959.4285714285716,1066.2142857142853,1151.8571428571427,1352.1785714285716,1520.928571428571,1598.75,,,,,,,,,
22/04/2020,,,,,,,,,,,,437.6071428571427,576.9999999999999,721.5714285714284,792.7142857142856,844.25,864.2857142857142,877.0714285714284,862.8571428571429,1014.5,1132.5714285714284,1228.2142857142858,1453.8571428571427,1648.4642857142858,1742.3571428571422,1718.2857142857147,,,,,,,,
23/04/2020,,,,,,,,,,,,,602.1428571428571,754.9999999999998,830.7857142857142,885.8571428571429,907.2142857142856,920.8571428571429,905.4642857142858,1069.5714285714287,1198.928571428571,1304.5714285714284,1555.5357142857142,1775.9999999999995,1885.9642857142853,1859.5714285714294,1901.8928571428569,,,,,,,
24/04/2020,,,,,,,,,,,,,,788.4285714285713,868.8571428571427,927.4642857142856,950.1428571428571,964.6428571428571,948.0714285714284,1124.642857142857,1265.2857142857142,1380.9285714285716,1657.2142857142858,1903.5357142857142,2029.5714285714284,2000.8571428571431,2052.0714285714284,2052.5357142857133,2011.5999999999995,2011.6,2050.8999999999996,2127.166666666667,2063.0,1757.0
