data,yhat,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_40,yhat_model_36_to_40,yhat_model_37_to_40,yhat_model_38_to_40,yhat_model_39_to_40,yhat_model_40_to_40
13/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,,19.96428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,,22.357142857142854,25.35714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,,24.749999999999996,28.285714285714278,48.85714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,,27.14285714285714,31.214285714285708,55.14285714285714,69.17857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,,29.53571428571428,34.14285714285713,61.428571428571416,78.07142857142856,88.4285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,,31.928571428571423,37.07142857142856,67.71428571428571,86.96428571428572,99.4285714285714,123.24999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,,34.32142857142857,39.999999999999986,74.0,95.85714285714286,110.4285714285714,138.35714285714283,143.28571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,,36.71428571428571,42.928571428571416,80.28571428571428,104.75,121.4285714285714,153.4642857142857,159.57142857142856,160.1785714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,,39.10714285714285,45.85714285714285,86.57142857142856,113.64285714285714,132.4285714285714,168.57142857142853,175.85714285714283,176.9285714285714,177.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,,41.49999999999999,48.78571428571427,92.85714285714285,122.53571428571428,143.4285714285714,183.67857142857142,192.1428571428571,193.6785714285714,194.3571428571429,213.35714285714283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,,43.89285714285714,51.7142857142857,99.14285714285714,131.42857142857142,154.4285714285714,198.78571428571425,208.4285714285714,210.4285714285714,210.96428571428572,233.28571428571428,235.4285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,,46.28571428571428,54.642857142857125,105.42857142857142,140.32142857142856,165.4285714285714,213.89285714285714,224.71428571428567,227.1785714285714,227.5714285714286,253.21428571428567,255.85714285714283,241.3571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,,48.678571428571416,57.571428571428555,111.7142857142857,149.21428571428572,176.4285714285714,228.99999999999997,240.99999999999994,243.92857142857133,244.17857142857144,273.1428571428571,276.2857142857142,259.28571428571433,261.4642857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,,51.07142857142856,60.49999999999998,118.0,158.10714285714286,187.4285714285714,244.1071428571428,257.2857142857142,260.67857142857133,260.78571428571433,293.07142857142856,296.71428571428567,277.2142857142857,280.2142857142857,273.5714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,,53.46428571428571,63.42857142857141,124.28571428571428,167.0,198.4285714285714,259.21428571428567,273.5714285714285,277.42857142857133,277.39285714285717,312.99999999999994,317.1428571428571,295.14285714285717,298.9642857142857,291.14285714285717,278.75,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,,,66.35714285714283,130.57142857142856,175.89285714285714,209.42857142857133,274.32142857142856,289.85714285714283,294.17857142857133,294.0,332.9285714285714,337.5714285714285,313.0714285714286,317.7142857142857,308.7142857142858,293.78571428571433,300.1071428571429,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,,,,136.85714285714283,184.78571428571428,220.42857142857133,289.42857142857133,306.1428571428571,310.92857142857133,310.6071428571429,352.85714285714283,357.99999999999994,331.00000000000006,336.4642857142857,326.28571428571433,308.82142857142856,315.6428571428571,353.8571428571428,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,,,,,193.67857142857142,231.42857142857133,304.5357142857142,322.4285714285714,327.67857142857133,327.2142857142857,372.7857142857142,378.4285714285714,348.9285714285715,355.2142857142857,343.8571428571429,323.8571428571429,331.17857142857144,375.8571428571428,402.14285714285705,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,,,,,,242.42857142857133,319.6428571428571,338.71428571428567,344.42857142857133,343.8214285714286,392.71428571428567,398.85714285714283,366.8571428571429,373.9642857142857,361.42857142857144,338.8928571428571,346.71428571428567,397.8571428571428,429.14285714285705,437.9642857142857,,,,,,,,,,,,,,,,,,,,,
08/04/2020,,,,,,,334.7499999999999,354.99999999999994,361.1785714285713,360.42857142857144,412.6428571428571,419.2857142857143,384.78571428571433,392.7142857142857,379.00000000000006,353.92857142857144,362.25,419.8571428571428,456.14285714285705,466.9285714285714,479.6428571428571,,,,,,,,,,,,,,,,,,,,
09/04/2020,,,,,,,,371.2857142857142,377.9285714285713,377.03571428571433,432.57142857142856,439.7142857142856,402.7142857142857,411.4642857142857,396.5714285714286,368.96428571428567,377.7857142857142,441.8571428571428,483.14285714285705,495.89285714285717,511.2857142857142,522.25,,,,,,,,,,,,,,,,,,,
10/04/2020,,,,,,,,,394.6785714285713,393.64285714285717,452.4999999999999,460.14285714285705,420.64285714285717,430.2142857142857,414.1428571428572,384.0,393.32142857142856,463.8571428571428,510.14285714285705,524.8571428571429,542.9285714285714,556.0714285714287,561.9285714285714,,,,,,,,,,,,,,,,,,
11/04/2020,,,,,,,,,,410.25,472.42857142857133,480.5714285714285,438.5714285714286,448.9642857142857,431.7142857142858,399.0357142857142,408.8571428571428,485.8571428571428,537.1428571428571,553.8214285714287,574.5714285714286,589.8928571428571,596.4285714285714,705.9642857142856,,,,,,,,,,,,,,,,,
12/04/2020,,,,,,,,,,,492.3571428571428,500.99999999999994,456.50000000000006,467.7142857142857,449.28571428571433,414.07142857142856,424.3928571428571,507.8571428571428,564.1428571428571,582.7857142857142,606.2142857142857,623.7142857142858,630.9285714285714,757.4999999999998,833.1785714285713,,,,,,,,,,,,,,,,
13/04/2020,,,,,,,,,,,,521.4285714285713,474.4285714285715,486.4642857142857,466.8571428571429,429.1071428571428,439.92857142857144,529.8571428571428,591.1428571428571,611.75,637.8571428571429,657.5357142857144,665.4285714285714,809.035714285714,898.785714285714,926.8928571428569,,,,,,,,,,,,,,,
14/04/2020,,,,,,,,,,,,,492.35714285714295,505.2142857142857,484.42857142857144,444.1428571428571,455.46428571428567,551.8571428571428,618.1428571428571,640.7142857142858,669.5,691.3571428571429,699.9285714285714,860.5714285714282,964.3928571428571,999.5,965.8928571428569,,,,,,,,,,,,,,
15/04/2020,,,,,,,,,,,,,,523.9642857142858,502.0,459.17857142857144,471.0,573.8571428571428,645.1428571428571,669.6785714285713,701.1428571428571,725.1785714285716,734.4285714285714,912.1071428571427,1029.9999999999998,1072.1071428571427,1034.928571428571,988.7857142857142,,,,,,,,,,,,,
16/04/2020,,,,,,,,,,,,,,,519.5714285714287,474.21428571428567,486.5357142857142,595.8571428571428,672.1428571428571,698.6428571428571,732.7857142857142,759.0,768.9285714285714,963.6428571428569,1095.607142857143,1144.7142857142858,1103.9642857142853,1050.7142857142858,979.8214285714286,,,,,,,,,,,,
17/04/2020,,,,,,,,,,,,,,,,489.25,502.07142857142856,617.8571428571428,699.1428571428571,727.6071428571427,764.4285714285713,792.8214285714287,803.4285714285714,1015.1785714285711,1161.2142857142856,1217.3214285714284,1172.9999999999995,1112.6428571428569,1028.6428571428573,946.3214285714286,,,,,,,,,,,
18/04/2020,,,,,,,,,,,,,,,,,517.6071428571428,639.8571428571428,726.1428571428571,756.5714285714284,796.0714285714284,826.6428571428571,837.9285714285714,1066.7142857142853,1226.8214285714282,1289.928571428571,1242.0357142857142,1174.5714285714284,1077.4642857142858,977.4999999999999,982.642857142857,,,,,,,,,,
19/04/2020,,,,,,,,,,,,,,,,,,661.8571428571428,753.1428571428571,785.5357142857142,827.7142857142856,860.4642857142858,872.4285714285714,1118.2499999999998,1292.4285714285713,1362.5357142857142,1311.0714285714284,1236.5,1126.2857142857142,1008.6785714285714,1014.4285714285712,1024.0714285714284,,,,,,,,,
20/04/2020,,,,,,,,,,,,,,,,,,,780.1428571428571,814.5,859.3571428571427,894.2857142857142,906.9285714285714,1169.7857142857138,1358.035714285714,1435.1428571428569,1380.1071428571427,1298.4285714285716,1175.1071428571427,1039.8571428571427,1046.2142857142853,1057.5714285714284,1053.8214285714284,,,,,,,,
21/04/2020,,,,,,,,,,,,,,,,,,,,843.4642857142856,890.9999999999998,928.1071428571429,941.4285714285714,1221.321428571428,1423.6428571428567,1507.7499999999995,1449.1428571428569,1360.3571428571427,1223.9285714285716,1071.0357142857142,1078.0,1091.0714285714284,1087.3571428571427,1085.6785714285716,,,,,,,
22/04/2020,,,,,,,,,,,,,,,,,,,,,922.6428571428571,961.9285714285716,975.9285714285714,1272.8571428571427,1489.2499999999998,1580.3571428571427,1518.178571428571,1422.2857142857142,1272.75,1102.2142857142858,1109.7857142857142,1124.5714285714284,1120.8928571428569,1118.5,1127.0357142857142,1127.4285714285713,1125.0,1129.8,1153.0,1139.0,1063.0
